,시간,12-20 (금)
0,최대,167.14
1,최소,82.33
2,가중평균,135.11
3,01시 1구간,102.92
4,01시 2구간,102.92
5,01시 3구간,102.92
6,01시 4구간,102.92
7,02시 1구간,91.52
8,02시 2구간,91.52
9,02시 3구간,91.52
10,02시 4구간,91.52
11,03시 1구간,91.11
12,03시 2구간,91.11
13,03시 3구간,91.11
14,03시 4구간,91.11
15,04시 1구간,82.33
16,04시 2구간,82.33
17,04시 3구간,82.33
18,04시 4구간,82.33
19,05시 1구간,91.19
20,05시 2구간,91.19
21,05시 3구간,91.19
22,05시 4구간,91.19
23,06시 1구간,91.48
24,06시 2구간,91.48
25,06시 3구간,91.48
26,06시 4구간,91.48
27,07시 1구간,101.64
28,07시 2구간,101.64
29,07시 3구간,101.64
30,07시 4구간,101.64
31,08시 1구간,117.2
32,08시 2구간,117.2
33,08시 3구간,117.2
34,08시 4구간,117.2
35,09시 1구간,161.45
36,09시 2구간,161.45
37,09시 3구간,161.45
38,09시 4구간,161.45
39,10시 1구간,163.56
40,10시 2구간,163.56
41,10시 3구간,163.56
42,10시 4구간,163.56
43,11시 1구간,161.28
44,11시 2구간,161.28
45,11시 3구간,161.28
46,11시 4구간,161.28
47,12시 1구간,161.28
48,12시 2구간,161.28
49,12시 3구간,161.28
50,12시 4구간,161.28
51,13시 1구간,160.03
52,13시 2구간,160.03
53,13시 3구간,160.03
54,13시 4구간,160.03
55,14시 1구간,160.03
56,14시 2구간,160.03
57,14시 3구간,160.03
58,14시 4구간,160.03
59,15시 1구간,161.28
60,15시 2구간,161.28
61,15시 3구간,161.28
62,15시 4구간,161.28
63,16시 1구간,167.14
64,16시 2구간,167.14
65,16시 3구간,167.14
66,16시 4구간,167.14
67,17시 1구간,159.12
68,17시 2구간,159.12
69,17시 3구간,159.12
70,17시 4구간,159.12
71,18시 1구간,159.12
72,18시 2구간,159.12
73,18시 3구간,159.12
74,18시 4구간,159.12
75,19시 1구간,159.2
76,19시 2구간,159.2
77,19시 3구간,159.2
78,19시 4구간,159.2
79,20시 1구간,159.2
80,20시 2구간,159.2
81,20시 3구간,159.2
82,20시 4구간,159.2
83,21시 1구간,159.2
84,21시 2구간,159.2
85,21시 3구간,159.2
86,21시 4구간,159.2
87,22시 1구간,114.93
88,22시 2구간,114.93
89,22시 3구간,114.93
90,22시 4구간,114.93
91,23시 1구간,101.28
92,23시 2구간,101.28
93,23시 3구간,101.28
94,23시 4구간,101.28
95,24시 1구간,116.45
96,24시 2구간,116.45
97,24시 3구간,116.45
98,24시 4구간,116.45
